"mz","time","MatchCategory","theoretical.mz","chemical_ID","Name","Formula","MonoisotopicMass","Adduct","ISgroup","Module_RTclust","time.y","mean_int_vec","MD"
491.32282,360.1,"Multiple",491.32343,"Formula_1195","(S)-3-Methylthiohexyl hexanoate","C13H26O2S",246.165350766,"2M-H","ISgroup_16_3_33","16_3",360.1,3152.4,0.323
508.35366,618.4,"Unique",508.34997,"Formula_1195","(S)-3-Methylthiohexyl hexanoate","C13H26O2S",246.165350766,"2M-2H+NH4","ISgroup_16_3_36","16_3",618.4,8964.5,0.354
513.30227,435.3,"Multiple",513.30537,"Formula_1195","(S)-3-Methylthiohexyl hexanoate","C13H26O2S",246.165350766,"2M-2H+Na","ISgroup_16_3_31","16_3",435.3,118047.6,0.302
725.53116,714.7,"Multiple",725.53399,"Formula_1196","3-5-Methyl-2-(1-methylethyl)cyclohexyloxy-12-propanediol","C13H26O3",230.188194698,"3M+Cl","ISgroup_16_3_54","16_3",714.7,19906.7,0.531
725.53292,605.1,"Multiple",725.53399,"Formula_1196","3-5-Methyl-2-(1-methylethyl)cyclohexyloxy-12-propanediol","C13H26O3",230.188194698,"3M+Cl","ISgroup_16_3_54","16_3",605.1,6215,0.533
243.16036,360.1,"Multiple",243.15963,"Formula_1197","Glyceryl 5-hydroxydecanoate","C13H26O5",262.178023942,"M-H2O-H","ISgroup_16_3_17","16_3",360.1,26687.6,0.16
297.14701,293.4,"Multiple",297.14743,"Formula_1197","Glyceryl 5-hydroxydecanoate","C13H26O5",262.178023942,"2M+2Cl","ISgroup_16_3_15","16_3",293.4,10829.2,0.147
297.14701,293.4,"Multiple",297.14743,"Formula_1197","Glyceryl 5-hydroxydecanoate","C13H26O5",262.178023942,"M+Cl","ISgroup_16_3_15","16_3",293.4,10829.2,0.147
802.55918,688.7,"Multiple",802.55334,"Formula_1197","Glyceryl 5-hydroxydecanoate","C13H26O5",262.178023942,"3M-2H+NH4","ISgroup_16_3_56","16_3",688.7,5267005.3,0.559
802.55999,686.9,"Multiple",802.55334,"Formula_1197","Glyceryl 5-hydroxydecanoate","C13H26O5",262.178023942,"3M-2H+NH4","ISgroup_16_3_56","16_3",686.9,5242881.9,0.56
807.50292,671.7,"Multiple",807.50874,"Formula_1197","Glyceryl 5-hydroxydecanoate","C13H26O5",262.178023942,"3M-2H+Na","ISgroup_16_3_51","16_3",671.7,40041.8,0.503
174.05564,218.9,"Multiple",174.05587,"Formula_1198","(x)-2-Heptanol glucoside","C13H26O6",278.172938564,"M+2Cl","ISgroup_16_3_6","16_3",218.9,5062.3,0.056
357.09309,391,"Multiple",357.09182,"Formula_1198","(x)-2-Heptanol glucoside","C13H26O6",278.172938564,"M+Br","ISgroup_16_3_10","16_3",391,9959.9,0.093
833.51794,682,"Multiple",833.51154,"Formula_1198","(x)-2-Heptanol glucoside","C13H26O6",278.172938564,"3M-H","ISgroup_16_3_52","16_3",682,72646.7,0.518
453.39372,629.9,"Multiple",453.39253,"Formula_1202","Acetaldehyde hexyl isoamyl acetal","C13H28O2",216.20893014,"2M-2H+Na","ISgroup_16_3_40","16_3",629.9,16909.2,0.394
683.59303,774.2,"Multiple",683.59619,"Formula_1202","Acetaldehyde hexyl isoamyl acetal","C13H28O2",216.20893014,"3M+Cl","ISgroup_16_3_60","16_3",774.2,4614.6,0.593
283.17047,507.6,"Multiple",283.16816,"Formula_1203","alpha-Butyl-omega-hydroxypoly(oxyethylene) poly(oxypropylene)","C13H28O4",248.198759384,"M+Cl","ISgroup_16_3_18","16_3",507.6,3913.2,0.17
283.17047,507.6,"Multiple",283.16816,"Formula_1203","alpha-Butyl-omega-hydroxypoly(oxyethylene) poly(oxypropylene)","C13H28O4",248.198759384,"2M+2Cl","ISgroup_16_3_18","16_3",507.6,3913.2,0.17
765.56709,694.2,"Multiple",765.57094,"Formula_1203","alpha-Butyl-omega-hydroxypoly(oxyethylene) poly(oxypropylene)","C13H28O4",248.198759384,"3M-2H+Na","ISgroup_16_3_57","16_3",694.2,3375.4,0.567
765.57455,653.6,"Multiple",765.57094,"Formula_1203","alpha-Butyl-omega-hydroxypoly(oxyethylene) poly(oxypropylene)","C13H28O4",248.198759384,"3M-2H+Na","ISgroup_16_3_58","16_3",653.6,28477.9,0.575
779.56292,696.6,"Multiple",779.56568,"Formula_1203","alpha-Butyl-omega-hydroxypoly(oxyethylene) poly(oxypropylene)","C13H28O4",248.198759384,"3M+Cl","ISgroup_16_3_57","16_3",696.6,69495.4,0.563
269.07843,334.7,"Multiple",269.079,"Formula_1210","12-Tridecene-46810-tetraynal","C13H8O",180.057514878,"3M-2H","ISgroup_16_3_8","16_3",334.7,8137.2,0.078
227.00141,204.3,"Multiple",226.99947,"Formula_1216","5-Ethynyl-5-(1-propynyl)-22-bithiophene","C13H8S2",228.006741636,"3M-3H","ISgroup_16_3_1","16_3",204.3,17142.8,0.001
227.00141,204.3,"Multiple",226.99947,"Formula_1216","5-Ethynyl-5-(1-propynyl)-22-bithiophene","C13H8S2",228.006741636,"2M-2H","ISgroup_16_3_1","16_3",204.3,17142.8,0.001
227.00141,204.3,"Multiple",226.99947,"Formula_1216","5-Ethynyl-5-(1-propynyl)-22-bithiophene","C13H8S2",228.006741636,"M-H","ISgroup_16_3_1","16_3",204.3,17142.8,0.001
457.09864,446.8,"Multiple",457.09606,"Formula_1221","Mukonal","C13H9NO2",211.063328537,"2M+Cl","ISgroup_16_3_10","16_3",446.8,7915.2,0.099
244.04096,240.1,"Multiple",244.03931,"Formula_1223","Lansine","C13H9NO3",227.058243159,"2M-H+Cl","ISgroup_16_3_5","16_3",240.1,16490.1,0.041
555.21337,629.9,"Multiple",555.20942,"Formula_1227","212-Tetradecadiene-46810-tetrayne","C14H10",178.07825032,"3M-2H+Na","ISgroup_16_3_22","16_3",629.9,13100.3,0.213
177.12805,273.4,"Multiple",177.12714,"Formula_123","Nicotine imine","C10H13N2",161.107873426,"M-2H+NH4","ISgroup_16_3_13","16_3",273.4,5618.2,0.128
321.21154,505.6,"Multiple",321.20847,"Formula_123","Nicotine imine","C10H13N2",161.107873426,"2M-H","ISgroup_16_3_22","16_3",505.6,61296,0.212
482.31487,529.3,"Multiple",482.31634,"Formula_123","Nicotine imine","C10H13N2",161.107873426,"3M-H","ISgroup_16_3_32","16_3",529.3,21418.1,0.315
482.31489,479.2,"Multiple",482.31634,"Formula_123","Nicotine imine","C10H13N2",161.107873426,"3M-H","ISgroup_16_3_32","16_3",479.2,20112.6,0.315
460.93217,365.6,"Multiple",460.92959,"Formula_1234","Olsalazine-O-sulfate","C14H10N2O9S",382.010700618,"M+Br","ISgroup_16_3_94","16_3",365.6,6006.9,0.932
581.21298,629.9,"Multiple",581.21222,"Formula_1237","1-Hydroxyphenanthrene","C14H10O",194.073164942,"3M-H","ISgroup_16_3_22","16_3",629.9,5314.7,0.213
617.18405,629.9,"Multiple",617.1889,"Formula_1237","1-Hydroxyphenanthrene","C14H10O",194.073164942,"3M+Cl","ISgroup_16_3_19","16_3",629.9,8415.8,0.184
619.16952,572.3,"Multiple",619.1681,"Formula_1237","1-Hydroxyphenanthrene","C14H10O",194.073164942,"3M-2H+K","ISgroup_16_3_17","16_3",572.3,8368.6,0.17
263.03518,87.5,"Multiple",263.03257,"Formula_1240","Benzoyl peroxide","C14H10O4",242.057908808,"M-2H+Na","ISgroup_16_3_4","16_3",87.5,35874.7,0.035
263.03518,87.5,"Multiple",263.03257,"Formula_1240","Benzoyl peroxide","C14H10O4",242.057908808,"M+Na-2H","ISgroup_16_3_4","16_3",87.5,35874.7,0.035
795.13226,545,"Multiple",795.13314,"Formula_1241","Salsalate","C14H10O5",258.05282343,"3M-2H+Na","ISgroup_16_3_14","16_3",545,4295.1,0.132
327.03046,237,"Multiple",327.03087,"Formula_1245","4-Hydroxydiclofenac","C14H11Cl2NO3",311.011598637,"M-2H+NH4","ISgroup_16_3_4","16_3",237,17508.3,0.03
253.1079,298.3,"Multiple",253.10948,"Formula_1248","2-Amino-5-benzoylbenzimidazole","C14H11N3O",237.090211989,"M-2H+NH4","ISgroup_16_3_11","16_3",298.3,8251.2,0.108
710.26026,463.6,"Multiple",710.26336,"Formula_1248","2-Amino-5-benzoylbenzimidazole","C14H11N3O",237.090211989,"3M-H","ISgroup_16_3_27","16_3",463.6,24073.6,0.26
732.24409,464.2,"Multiple",732.2453,"Formula_1248","2-Amino-5-benzoylbenzimidazole","C14H11N3O",237.090211989,"3M-2H+Na","ISgroup_16_3_25","16_3",464.2,9905.3,0.244
453.1385,291.6,"Multiple",453.13753,"Formula_1250","3-Methyl-9H-carbazole-9-carboxaldehyde","C14H11NO",209.084063979,"2M+Cl","ISgroup_16_3_14","16_3",291.6,5216.7,0.139
455.11242,571.7,"Multiple",455.11673,"Formula_1250","3-Methyl-9H-carbazole-9-carboxaldehyde","C14H11NO",209.084063979,"2M-2H+K","ISgroup_16_3_12","16_3",571.7,4084.7,0.112
648.22142,528.7,"Multiple",648.22686,"Formula_1250","3-Methyl-9H-carbazole-9-carboxaldehyde","C14H11NO",209.084063979,"3M-2H+Na","ISgroup_16_3_23","16_3",528.7,1688.2,0.221
664.20038,543.8,"Multiple",664.2008,"Formula_1250","3-Methyl-9H-carbazole-9-carboxaldehyde","C14H11NO",209.084063979,"3M-2H+K","ISgroup_16_3_21","16_3",543.8,1190.9,0.2
246.05223,240.1,"Multiple",246.05364,"Formula_1251","Methyl 3-carbazolecarboxylate","C14H11NO2",225.078978601,"M-2H+Na","ISgroup_16_3_6","16_3",240.1,33811.1,0.052
246.05223,240.1,"Multiple",246.05364,"Formula_1251","Methyl 3-carbazolecarboxylate","C14H11NO2",225.078978601,"M+Na-2H","ISgroup_16_3_6","16_3",240.1,33811.1,0.052
674.2278,544.4,"Multiple",674.22966,"Formula_1251","Methyl 3-carbazolecarboxylate","C14H11NO2",225.078978601,"3M-H","ISgroup_16_3_23","16_3",544.4,13040.8,0.228
282.01105,236.4,"Multiple",282.01256,"Formula_1258","Dehydrogenated ticlopidine","C14H12ClNS",261.037897786,"M-2H+Na","ISgroup_16_3_2","16_3",236.4,10935.8,0.011
282.01105,236.4,"Multiple",282.01256,"Formula_1258","Dehydrogenated ticlopidine","C14H12ClNS",261.037897786,"M+Na-2H","ISgroup_16_3_2","16_3",236.4,10935.8,0.011
538.18435,629.9,"Multiple",538.17951,"Formula_1259","Flumequine","C14H12FNO3",261.08012146,"2M-2H+NH4","ISgroup_16_3_19","16_3",629.9,4815.2,0.184
366.23899,519.6,"Multiple",366.24117,"Formula_126","Debrisoquine","C10H13N3",175.110947431,"2M-2H+NH4","ISgroup_16_3_24","16_3",519.6,3086.1,0.239
385.19035,588.1,"Multiple",385.1913,"Formula_126","Debrisoquine","C10H13N3",175.110947431,"2M+Cl","ISgroup_16_3_20","16_3",588.1,11481.9,0.19
455.12747,599,"Multiple",455.13029,"Formula_1262","Levosimendan","C14H12N6O",280.107259036,"3M+2Cl","ISgroup_16_3_13","16_3",599,5128,0.127
472.17545,599.6,"Multiple",472.17656,"Formula_1267","Resveratrol","C14H12O3",228.07864425,"2M-2H+NH4","ISgroup_16_3_18","16_3",599.6,14556.4,0.175
398.22943,438.9,"Multiple",398.231,"Formula_127","4-Hydroxydebrisoquine","C10H13N3O",191.105862053,"2M-2H+NH4","ISgroup_16_3_23","16_3",438.9,14345.8,0.229
589.33387,467.2,"Multiple",589.33686,"Formula_127","4-Hydroxydebrisoquine","C10H13N3O",191.105862053,"3M-2H+NH4","ISgroup_16_3_34","16_3",467.2,1018080.7,0.334
137.02483,237.7,"Multiple",137.02442,"Formula_1272","O-Demethylfonsecin","C14H12O6",276.063388116,"M-2H","ISgroup_16_3_3","16_3",237.7,1191290.5,0.025
297.03799,237.7,"Multiple",297.03805,"Formula_1272","O-Demethylfonsecin","C14H12O6",276.063388116,"M+Na-2H","ISgroup_16_3_4","16_3",237.7,48326.3,0.038
297.03799,237.7,"Multiple",297.03805,"Formula_1272","O-Demethylfonsecin","C14H12O6",276.063388116,"M-2H+Na","ISgroup_16_3_4","16_3",237.7,48326.3,0.038
327.03046,237,"Multiple",327.0277,"Formula_1274","Cordeauxione","C14H12O7",292.058302738,"2M+2Cl","ISgroup_16_3_4","16_3",237,17508.3,0.03
327.03046,237,"Multiple",327.0277,"Formula_1274","Cordeauxione","C14H12O7",292.058302738,"M+Cl","ISgroup_16_3_4","16_3",237,17508.3,0.03
875.1592,643.2,"Multiple",875.16763,"Formula_1274","Cordeauxione","C14H12O7",292.058302738,"3M-H","ISgroup_16_3_16","16_3",643.2,4198.8,0.159
368.97634,367.4,"Multiple",368.97388,"Formula_1275","trans-Resveratrol 34-disulfate","C14H12O9S2",387.992273362,"M-H2O-H","ISgroup_16_3_98","16_3",367.4,43390.2,0.976
642.48572,666.3,"Multiple",642.49086,"Formula_1276","Metosulam","C14H13Cl2N5O4S",417.006530033,"3M-H+Cl","ISgroup_16_3_49","16_3",666.3,3452.3,0.486
620.29159,453.4,"Multiple",620.29505,"Formula_128","4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanone ","C10H13N3O2",207.100776675,"3M-H","ISgroup_16_3_30","16_3",453.4,96971.3,0.292
459.14357,629.9,"Multiple",459.14803,"Formula_1283","2-Methoxy-3-methyl-9H-carbazole","C14H13NO",211.099714043,"2M-2H+K","ISgroup_16_3_15","16_3",629.9,3060.8,0.144
668.27215,449.7,"Multiple",668.26854,"Formula_1283","2-Methoxy-3-methyl-9H-carbazole","C14H13NO",211.099714043,"3M+Cl","ISgroup_16_3_28","16_3",449.7,6507.8,0.272
453.1781,588.1,"Multiple",453.18198,"Formula_1284","Koenoline","C14H13NO2",227.094628665,"2M-H","ISgroup_16_3_18","16_3",588.1,7080.6,0.178
697.30665,491.3,"Multiple",697.30316,"Formula_1284","Koenoline","C14H13NO2",227.094628665,"3M-2H+NH4","ISgroup_16_3_31","16_3",491.3,9897.5,0.307
296.03146,223.7,"Multiple",296.02953,"Formula_1286","7-Hydroxyticlopidine","C14H14ClNOS",279.048462472,"2M-H+Cl","ISgroup_16_3_4","16_3",223.7,6429.4,0.031
441.20217,603.8,"Multiple",441.20606,"Formula_1289","Naphazoline","C14H14N2",210.115698458,"2M-2H+Na","ISgroup_16_3_21","16_3",603.8,101792.4,0.202
441.20228,603.2,"Multiple",441.20606,"Formula_1289","Naphazoline","C14H14N2",210.115698458,"2M-2H+Na","ISgroup_16_3_21","16_3",603.2,99924.3,0.202
441.20723,572.3,"Multiple",441.20606,"Formula_1289","Naphazoline","C14H14N2",210.115698458,"2M-2H+Na","ISgroup_16_3_21","16_3",572.3,39024,0.207
457.17916,555.3,"Multiple",457.18,"Formula_1289","Naphazoline","C14H14N2",210.115698458,"2M-2H+K","ISgroup_16_3_18","16_3",555.3,9114.3,0.179
489.17315,547.4,"Multiple",489.16983,"Formula_1290","Metyrapone","C14H14N2O",226.11061308,"2M-2H+K","ISgroup_16_3_18","16_3",547.4,5803.4,0.173
547.18041,599,"Multiple",547.18344,"Formula_1291","(1xi3S)-1234-Tetrahydro-1-methyl-beta-carboline-13-dicarboxylic acid","C14H14N2O4",274.095356946,"2M-H","ISgroup_16_3_19","16_3",599,13030.1,0.18
368.97634,367.4,"Multiple",368.97364,"Formula_1293","1-49-Dihydro-2-(methylthio)-13-thiazino65-bindol-4-yl-2-propanone","C14H14N2OS2",290.05475446,"M+Br","ISgroup_16_3_98","16_3",367.4,43390.2,0.976
470.16037,571.7,"Multiple",470.16183,"Formula_1294","78-Dihydropteroic acid","C14H14N6O3",314.112738344,"3M-2H","ISgroup_16_3_17","16_3",571.7,10072.7,0.16
627.21931,544.4,"Multiple",627.2182,"Formula_1294","78-Dihydropteroic acid","C14H14N6O3",314.112738344,"2M-H","ISgroup_16_3_22","16_3",544.4,4715.4,0.219
663.19637,544.4,"Multiple",663.19488,"Formula_1294","78-Dihydropteroic acid","C14H14N6O3",314.112738344,"2M+Cl","ISgroup_16_3_20","16_3",544.4,3596.3,0.196
663.27618,451.5,"Multiple",663.27281,"Formula_1298","()-(1R2R)-12-Diphenylethane-12-diol","C14H14O2",214.099379692,"3M-2H+Na","ISgroup_16_3_28","16_3",451.5,6247.8,0.276
737.2544,582.6,"Multiple",737.26035,"Formula_1300","Marmesin","C14H14O4",246.089208936,"3M-H","ISgroup_16_3_26","16_3",582.6,4497.4,0.254
263.03518,87.5,"Multiple",263.03475,"Formula_1304","Dibenzyl disulfide","C14H14S2",246.053691828,"2M-H+Cl","ISgroup_16_3_4","16_3",87.5,35874.7,0.035
607.38458,628.7,"Multiple",607.38062,"Formula_1305","2-(3-Phenylpropyl)pyridine","C14H15N",197.120449485,"3M-2H+NH4","ISgroup_16_3_39","16_3",628.7,9983.6,0.385
612.33011,467.2,"Multiple",612.33601,"Formula_1305","2-(3-Phenylpropyl)pyridine","C14H15N",197.120449485,"3M-2H+Na","ISgroup_16_3_34","16_3",467.2,488714.5,0.33
628.30381,479.2,"Multiple",628.30995,"Formula_1305","2-(3-Phenylpropyl)pyridine","C14H15N",197.120449485,"3M-2H+K","ISgroup_16_3_31","16_3",479.2,17308.9,0.304
241.14458,337.7,"Multiple",241.14587,"Formula_1306","4-(Dimethylamino)azobenzene","C14H15N3",225.126597495,"M-2H+NH4","ISgroup_16_3_15","16_3",337.7,40878,0.145
487.20118,292.2,"Multiple",487.2018,"Formula_1306","4-(Dimethylamino)azobenzene","C14H15N3",225.126597495,"2M-2H+K","ISgroup_16_3_21","16_3",292.2,23077.8,0.201
636.55592,742.6,"Multiple",636.55062,"Formula_1308","Desacetylcefotaxime","C14H15N5O6S2",413.046374617,"3M-H+Cl","ISgroup_16_3_56","16_3",742.6,2916.3,0.556
261.12391,85.5,"Multiple",261.12446,"Formula_1309","N-Phenylacetyl pyroglutamic acid","C14H15NO3",245.105193351,"M-2H+NH4","ISgroup_16_3_13","16_3",85.5,2423.9,0.124
589.32347,445.5,"Multiple",589.32421,"Formula_1313","14-Dimethyl-7-ethylazulene","C14H16",184.125200512,"3M-2H+K","ISgroup_16_3_33","16_3",445.5,3531.1,0.323
377.16039,281.9,"Multiple",377.1588,"Formula_1315","Metyrapol","C14H16N2O",228.126263144,"3M+2Cl","ISgroup_16_3_17","16_3",281.9,12602.2,0.16
377.1612,431,"Multiple",377.1588,"Formula_1315","Metyrapol","C14H16N2O",228.126263144,"3M+2Cl","ISgroup_16_3_17","16_3",431,10105.6,0.161
455.24677,371.6,"Multiple",455.24525,"Formula_1315","Metyrapol","C14H16N2O",228.126263144,"2M-H","ISgroup_16_3_25","16_3",371.6,36171.3,0.247
472.27006,517.8,"Multiple",472.2718,"Formula_1315","Metyrapol","C14H16N2O",228.126263144,"2M-2H+NH4","ISgroup_16_3_28","16_3",517.8,1944,0.27
313.07761,667.5,"Multiple",313.08059,"Formula_1317","(2S4S)-Monatin","C14H16N2O5",292.105921632,"M-2H+Na","ISgroup_16_3_8","16_3",667.5,12122.6,0.078
313.07761,667.5,"Multiple",313.08059,"Formula_1317","(2S4S)-Monatin","C14H16N2O5",292.105921632,"M+Na-2H","ISgroup_16_3_8","16_3",667.5,12122.6,0.078
313.07789,689.3,"Multiple",313.08059,"Formula_1317","(2S4S)-Monatin","C14H16N2O5",292.105921632,"M-2H+Na","ISgroup_16_3_8","16_3",689.3,22957.2,0.078
313.07789,689.3,"Multiple",313.08059,"Formula_1317","(2S4S)-Monatin","C14H16N2O5",292.105921632,"M+Na-2H","ISgroup_16_3_8","16_3",689.3,22957.2,0.078
313.07808,415.3,"Multiple",313.08059,"Formula_1317","(2S4S)-Monatin","C14H16N2O5",292.105921632,"M-2H+Na","ISgroup_16_3_8","16_3",415.3,10963.8,0.078
313.07808,415.3,"Multiple",313.08059,"Formula_1317","(2S4S)-Monatin","C14H16N2O5",292.105921632,"M+Na-2H","ISgroup_16_3_8","16_3",415.3,10963.8,0.078
437.14749,292.2,"Multiple",437.15161,"Formula_1317","(2S4S)-Monatin","C14H16N2O5",292.105921632,"3M-2H","ISgroup_16_3_15","16_3",292.2,5095.1,0.147
637.17444,544.4,"Multiple",637.17634,"Formula_1318","Indicaxanthin","C14H16N2O6",308.100836254,"2M-2H+Na","ISgroup_16_3_18","16_3",544.4,5605.9,0.174
397.00299,102.6,"Multiple",397.00023,"Formula_132","6-Thioxanthine 5-monophosphate","C10H13N4O8PS",380.019170614,"2M-H+Cl","ISgroup_16_3_1","16_3",102.6,60687.2,0.003
239.12876,365.6,"Multiple",239.13022,"Formula_1321","Imiquimod","C14H16N4",240.137496532,"3M-3H","ISgroup_16_3_13","16_3",365.6,19500.5,0.129
239.12876,365.6,"Multiple",239.13022,"Formula_1321","Imiquimod","C14H16N4",240.137496532,"2M-2H","ISgroup_16_3_13","16_3",365.6,19500.5,0.129
239.12876,365.6,"Multiple",239.13022,"Formula_1321","Imiquimod","C14H16N4",240.137496532,"M-H","ISgroup_16_3_13","16_3",365.6,19500.5,0.129
479.26468,377.7,"Multiple",479.26772,"Formula_1321","Imiquimod","C14H16N4",240.137496532,"2M-H","ISgroup_16_3_27","16_3",377.7,5475.8,0.265
635.32841,365,"Multiple",635.32975,"Formula_1322","2-(2-Methylpropoxy)naphthalene","C14H16O",200.120115134,"3M+Cl","ISgroup_16_3_33","16_3",365,13424.9,0.328
205.01118,238.3,"Multiple",205.01315,"Formula_1324","1-Methyl 2-galloylgalactarate","C14H16O12",376.064175976,"M-H+Cl","ISgroup_16_3_2","16_3",238.3,10475.3,0.011
107.05018,102.6,"Multiple",107.05024,"Formula_1325","3-4-Hydroxy-3-(3-methyl-2-butenyl)phenyl-2-propenal","C14H16O2",216.115029756,"M-2H","ISgroup_16_3_6","16_3",102.6,85473,0.05
323.16235,389.8,"Multiple",323.16527,"Formula_1325","3-4-Hydroxy-3-(3-methyl-2-butenyl)phenyl-2-propenal","C14H16O2",216.115029756,"3M-2H","ISgroup_16_3_17","16_3",389.8,15460.6,0.162
431.22675,271,"Multiple",431.22278,"Formula_1325","3-4-Hydroxy-3-(3-methyl-2-butenyl)phenyl-2-propenal","C14H16O2",216.115029756,"2M-H","ISgroup_16_3_23","16_3",271,3290.8,0.227
664.36158,383.2,"Multiple",664.36436,"Formula_1325","3-4-Hydroxy-3-(3-methyl-2-butenyl)phenyl-2-propenal","C14H16O2",216.115029756,"3M-2H+NH4","ISgroup_16_3_37","16_3",383.2,3255,0.362
253.08285,417.7,"Multiple",253.08461,"Formula_1326","Marindinin","C14H16O3",232.109944378,"M-2H+Na","ISgroup_16_3_9","16_3",417.7,82944.4,0.083
253.08285,417.7,"Multiple",253.08461,"Formula_1326","Marindinin","C14H16O3",232.109944378,"M+Na-2H","ISgroup_16_3_9","16_3",417.7,82944.4,0.083
365.14254,274,"Multiple",365.14598,"Formula_1326","Marindinin","C14H16O3",232.109944378,"3M-H+Cl","ISgroup_16_3_15","16_3",274,8658.7,0.143
265.0845,235.2,"Multiple",265.08592,"Formula_1327","()-cis-56-Dihydro-5-hydroxy-4-methoxy-6-(2-phenylethyl)-2H-pyran-2-one","C14H16O4",248.104859,"2M-H+Cl","ISgroup_16_3_9","16_3",235.2,7874.8,0.084
269.07843,334.7,"Multiple",269.07952,"Formula_1327","()-cis-56-Dihydro-5-hydroxy-4-methoxy-6-(2-phenylethyl)-2H-pyran-2-one","C14H16O4",248.104859,"M-2H+Na","ISgroup_16_3_8","16_3",334.7,8137.2,0.078
269.07843,334.7,"Multiple",269.07952,"Formula_1327","()-cis-56-Dihydro-5-hydroxy-4-methoxy-6-(2-phenylethyl)-2H-pyran-2-one","C14H16O4",248.104859,"M+Na-2H","ISgroup_16_3_8","16_3",334.7,8137.2,0.078
765.29433,491.3,"Multiple",765.28924,"Formula_1327","()-cis-56-Dihydro-5-hydroxy-4-methoxy-6-(2-phenylethyl)-2H-pyran-2-one","C14H16O4",248.104859,"3M-2H+Na","ISgroup_16_3_30","16_3",491.3,6804.2,0.294
297.07442,333.4,"Multiple",297.07575,"Formula_1329","Gravolenic acid","C14H16O6",280.094688244,"2M-H+Cl","ISgroup_16_3_8","16_3",333.4,5635.2,0.074
455.11242,571.7,"Multiple",455.11143,"Formula_1329","Gravolenic acid","C14H16O6",280.094688244,"3M+2Cl","ISgroup_16_3_12","16_3",571.7,4084.7,0.112
153.01908,88.7,"Multiple",153.0178,"Formula_1331","Pterosin F","C14H17ClO",236.096792873,"M+2Cl","ISgroup_16_3_2","16_3",88.7,49880.5,0.019
755.26249,453.4,"Multiple",755.26785,"Formula_1332","Pterosin J","C14H17ClO2",252.091707495,"3M-H","ISgroup_16_3_27","16_3",453.4,4186.4,0.262
334.13828,415.3,"Multiple",334.1384,"Formula_1333","fluvoxamino acid","C14H17F3N2O3",318.119127035,"M-2H+NH4","ISgroup_16_3_14","16_3",415.3,4898.9,0.138
494.15581,571.7,"Multiple",494.15975,"Formula_1333","fluvoxamino acid","C14H17F3N2O3",318.119127035,"3M-H+Cl","ISgroup_16_3_16","16_3",571.7,3940.7,0.156
502.29291,490.1,"Multiple",502.2936,"Formula_1336","Frovatriptan","C14H17N3O",243.137162181,"2M-2H+NH4","ISgroup_16_3_30","16_3",490.1,50509.2,0.293
507.25312,426.2,"Multiple",507.24899,"Formula_1336","Frovatriptan","C14H17N3O",243.137162181,"2M-2H+Na","ISgroup_16_3_26","16_3",426.2,3628.6,0.253
555.21337,629.9,"Multiple",555.21276,"Formula_1337","norzolmitripan","C14H17N3O2",259.132076803,"2M-2H+K","ISgroup_16_3_22","16_3",629.9,13100.3,0.213
860.35675,587.5,"Multiple",860.35038,"Formula_1338","Alanyltryptophan","C14H17N3O3",275.126991425,"3M+Cl","ISgroup_16_3_36","16_3",587.5,1448,0.357
459.19487,588.7,"Multiple",459.19869,"Formula_134","Cis-zeatin","C10H13N5O",219.112010063,"2M-2H+Na","ISgroup_16_3_20","16_3",588.7,14783.9,0.195
581.24043,334.7,"Multiple",581.23654,"Formula_1340","Serinyl-Tryptophan","C14H17N3O4",291.121906047,"2M-H","ISgroup_16_3_25","16_3",334.7,8989.2,0.24
925.42232,599.6,"Multiple",925.41869,"Formula_1342","Pipemidic acid","C14H17N5O3",303.133139435,"3M-2H+NH4","ISgroup_16_3_43","16_3",599.6,5156.9,0.422
252.09907,305.6,"Multiple",252.10059,"Formula_1345","1-(m-Methoxycinnamoyl)pyrrolidine","C14H17NO2",231.125928793,"M-2H+Na","ISgroup_16_3_10","16_3",305.6,14812.1,0.099
252.09907,305.6,"Multiple",252.10059,"Formula_1345","1-(m-Methoxycinnamoyl)pyrrolidine","C14H17NO2",231.125928793,"M+Na-2H","ISgroup_16_3_10","16_3",305.6,14812.1,0.099
579.19735,599.6,"Multiple",579.19601,"Formula_1346","Niazirin","C14H17NO5",279.110672659,"2M-2H+Na","ISgroup_16_3_20","16_3",599.6,9143.9,0.197
595.16996,588.1,"Multiple",595.16995,"Formula_1346","Niazirin","C14H17NO5",279.110672659,"2M-2H+K","ISgroup_16_3_17","16_3",588.1,9061.4,0.17
657.13986,588.1,"Multiple",657.13489,"Formula_1347","4-Hydroxybenzyl isothiocyanate rhamnoside","C14H17NO5S",311.082743349,"2M+Cl","ISgroup_16_3_14","16_3",588.1,7260.3,0.14
954.23214,688.7,"Multiple",954.2229,"Formula_1347","4-Hydroxybenzyl isothiocyanate rhamnoside","C14H17NO5S",311.082743349,"3M-2H+Na","ISgroup_16_3_24","16_3",688.7,4965.7,0.232
685.17006,629.9,"Multiple",685.17339,"Formula_1351","DIBOA-Glc","C14H17NO9",343.090331147,"2M-H","ISgroup_16_3_18","16_3",629.9,5557.3,0.17
721.14515,614.8,"Multiple",721.15006,"Formula_1351","DIBOA-Glc","C14H17NO9",343.090331147,"2M+Cl","ISgroup_16_3_15","16_3",614.8,3410.1,0.145
